,damage taken,direction,encounter,month of departure
20390,27%,southbound,pirates,5/1405
20391,51%,southbound,kraken,5/1405
20392,51%,northbound,merpeople,5/1405
20393,21%,southbound,harpy,5/1405
20394,16%,southbound,sharks,5/1405
20395,100%+,southbound,unknown,5/1405
20396,17%,southbound,harpy,5/1405
20397,87%,northbound,nessie,5/1405
20398,24%,northbound,merpeople,5/1405
20399,12%,northbound,pirates,5/1405
20400,31%,southbound,sharks,5/1405
20401,48%,southbound,pirates,5/1405
20402,16%,southbound,pirates,5/1405
20403,49%,southbound,sharks,5/1405
20404,19%,northbound,pirates,5/1405
20405,40%,northbound,pirates,5/1405
20406,14%,northbound,pirates,5/1405
20407,62%,northbound,merpeople,5/1405
20408,52%,southbound,merpeople,5/1405
20409,17%,southbound,sharks,5/1405
20410,74%,southbound,water elemental,5/1405
20411,16%,southbound,pirates,5/1405
20412,22%,southbound,pirates,5/1405
20413,61%,northbound,kraken,5/1405
20414,29%,southbound,sharks,5/1405
20415,32%,northbound,sharks,5/1405
20416,23%,northbound,merpeople,5/1405
20417,100%+,northbound,unknown,5/1405
20418,25%,northbound,sharks,5/1405
20419,81%,southbound,demon whale,5/1405
20420,86%,northbound,nessie,5/1405
20421,54%,southbound,kraken,5/1405
20422,11%,southbound,pirates,5/1405
20423,40%,northbound,pirates,5/1405
20424,44%,northbound,merpeople,5/1405
20425,29%,northbound,pirates,5/1405
20426,13%,southbound,pirates,5/1405
20427,8%,southbound,harpy,5/1405
20428,78%,northbound,water elemental,5/1405
20429,29%,northbound,sharks,5/1405
20430,100%+,southbound,unknown,5/1405
20431,22%,northbound,sharks,5/1405
20432,36%,southbound,merpeople,5/1405
20433,20%,southbound,pirates,5/1405
20434,78%,northbound,nessie,5/1405
20435,100%+,southbound,unknown,5/1405
20436,83%,northbound,water elemental,5/1405
20437,100%+,southbound,unknown,5/1405
20438,100%+,southbound,unknown,5/1405
20439,100%+,northbound,unknown,5/1405
20440,75%,southbound,water elemental,5/1405
20441,42%,southbound,sharks,5/1405
20442,100%+,southbound,unknown,5/1405
20443,15%,northbound,sharks,5/1405
20444,46%,northbound,merpeople,5/1405
20445,22%,northbound,pirates,5/1405
20446,100%+,southbound,unknown,5/1405
20447,92%,southbound,demon whale,5/1405
20448,100%+,northbound,unknown,5/1405
20449,28%,southbound,sharks,5/1405
20450,13%,southbound,sharks,5/1405
20451,19%,northbound,pirates,5/1405
20452,16%,southbound,sharks,5/1405
20453,54%,northbound,kraken,5/1405
20454,13%,northbound,sharks,5/1405
20455,100%+,southbound,unknown,5/1405
20456,15%,southbound,harpy,5/1405
20457,43%,northbound,merpeople,5/1405
20458,10%,southbound,pirates,5/1405
20459,23%,northbound,sharks,5/1405
20460,10%,northbound,harpy,5/1405
20461,100%+,southbound,unknown,5/1405
20462,90%,northbound,merpeople,5/1405
20463,57%,northbound,merpeople,5/1405
20464,18%,southbound,sharks,5/1405
20465,20%,southbound,sharks,5/1405
20466,24%,southbound,sharks,5/1405
20467,39%,northbound,sharks,5/1405
20468,85%,southbound,nessie,5/1405
20469,18%,southbound,pirates,5/1405
20470,33%,northbound,merpeople,5/1405
20471,35%,southbound,pirates,5/1405
20472,85%,southbound,demon whale,5/1405
20473,49%,northbound,merpeople,5/1405
20474,5%,southbound,harpy,5/1405
20475,26%,northbound,pirates,5/1405
20476,25%,northbound,pirates,5/1405
20477,52%,southbound,kraken,5/1405
20478,21%,southbound,sharks,5/1405
20479,98%,southbound,merpeople,5/1405
20480,10%,northbound,merpeople,5/1405
20481,79%,southbound,merpeople,5/1405
20482,100%+,northbound,unknown,5/1405
20483,32%,southbound,merpeople,5/1405
20484,26%,northbound,sharks,5/1405
20485,59%,southbound,kraken,5/1405
20486,100%+,northbound,unknown,5/1405
20487,19%,southbound,sharks,5/1405
20488,25%,southbound,merpeople,5/1405
20489,51%,northbound,kraken,5/1405
20490,76%,southbound,water elemental,5/1405
20491,30%,southbound,sharks,5/1405
20492,95%,southbound,nessie,5/1405
20493,20%,northbound,pirates,5/1405
20494,47%,northbound,crabmonsters,5/1405
20495,18%,northbound,sharks,5/1405
20496,20%,southbound,pirates,5/1405
20497,84%,northbound,water elemental,5/1405
20498,100%+,southbound,unknown,5/1405
20499,78%,northbound,water elemental,5/1405
20500,54%,northbound,merpeople,5/1405
20501,79%,northbound,water elemental,5/1405
20502,89%,southbound,nessie,5/1405
20503,92%,southbound,nessie,5/1405
20504,18%,southbound,pirates,5/1405
20505,94%,southbound,crabmonsters,5/1405
20506,60%,southbound,merpeople,5/1405
20507,20%,northbound,sharks,5/1405
20508,85%,southbound,nessie,5/1405
20509,93%,southbound,nessie,5/1405
20510,100%+,southbound,unknown,5/1405
20511,58%,southbound,kraken,5/1405
20512,17%,northbound,pirates,5/1405
20513,91%,northbound,crabmonsters,5/1405
20514,20%,southbound,pirates,5/1405
20515,26%,northbound,sharks,5/1405
20516,80%,northbound,water elemental,5/1405
20517,20%,southbound,pirates,5/1405
20518,67%,southbound,merpeople,5/1405
20519,85%,southbound,merpeople,5/1405
20520,99%,southbound,demon whale,5/1405
20521,36%,northbound,pirates,5/1405
20522,16%,southbound,merpeople,5/1405
20523,20%,northbound,pirates,5/1405
20524,79%,southbound,water elemental,5/1405
20525,35%,southbound,crabmonsters,5/1405
20526,15%,northbound,pirates,5/1405
20527,100%+,southbound,unknown,6/1405
20528,87%,northbound,nessie,6/1405
20529,22%,southbound,pirates,6/1405
20530,100%+,northbound,unknown,6/1405
20531,91%,northbound,demon whale,6/1405
20532,15%,southbound,pirates,6/1405
20533,100%+,northbound,unknown,6/1405
20534,84%,northbound,water elemental,6/1405
20535,53%,southbound,merpeople,6/1405
20536,15%,southbound,pirates,6/1405
20537,78%,northbound,water elemental,6/1405
20538,16%,southbound,pirates,6/1405
20539,100%+,southbound,unknown,6/1405
20540,19%,northbound,merpeople,6/1405
20541,82%,northbound,water elemental,6/1405
20542,48%,southbound,kraken,6/1405
20543,30%,southbound,sharks,6/1405
20544,16%,southbound,sharks,6/1405
20545,20%,northbound,crabmonsters,6/1405
20546,51%,northbound,pirates,6/1405
20547,28%,southbound,sharks,6/1405
20548,32%,northbound,sharks,6/1405
20549,100%+,northbound,unknown,6/1405
20550,50%,southbound,pirates,6/1405
20551,39%,southbound,merpeople,6/1405
20552,15%,southbound,pirates,6/1405
20553,100%+,northbound,unknown,6/1405
20554,52%,northbound,merpeople,6/1405
20555,100%+,northbound,unknown,6/1405
20556,20%,southbound,harpy,6/1405
20557,22%,southbound,pirates,6/1405
20558,75%,southbound,water elemental,6/1405
20559,16%,northbound,pirates,6/1405
20560,74%,northbound,water elemental,6/1405
20561,80%,southbound,water elemental,6/1405
20562,47%,northbound,crabmonsters,6/1405
20563,16%,southbound,pirates,6/1405
20564,29%,northbound,sharks,6/1405
20565,23%,southbound,pirates,6/1405
20566,32%,southbound,sharks,6/1405
20567,32%,southbound,sharks,6/1405
20568,22%,southbound,pirates,6/1405
20569,23%,southbound,merpeople,6/1405
20570,50%,southbound,kraken,6/1405
20571,21%,northbound,pirates,6/1405
20572,92%,southbound,nessie,6/1405
20573,100%+,southbound,unknown,6/1405
20574,100%+,northbound,unknown,6/1405
20575,27%,southbound,sharks,6/1405
20576,55%,southbound,kraken,6/1405
20577,29%,southbound,pirates,6/1405
20578,7%,southbound,harpy,6/1405
20579,100%+,southbound,unknown,6/1405
20580,48%,northbound,pirates,6/1405
20581,12%,southbound,harpy,6/1405
20582,55%,northbound,kraken,6/1405
20583,26%,northbound,pirates,6/1405
20584,16%,northbound,crabmonsters,6/1405
20585,48%,northbound,kraken,6/1405
20586,15%,northbound,harpy,6/1405
20587,23%,southbound,merpeople,6/1405
20588,100%+,northbound,unknown,6/1405
20589,21%,southbound,sharks,6/1405
20590,79%,northbound,demon whale,6/1405
20591,59%,northbound,kraken,6/1405
20592,80%,northbound,nessie,6/1405
20593,82%,southbound,water elemental,6/1405
20594,35%,southbound,sharks,6/1405
20595,97%,northbound,merpeople,6/1405
20596,56%,southbound,merpeople,6/1405
20597,18%,northbound,harpy,6/1405
20598,34%,northbound,sharks,6/1405
20599,12%,northbound,harpy,6/1405
20600,5%,northbound,harpy,6/1405
20601,90%,northbound,nessie,6/1405
20602,46%,northbound,merpeople,6/1405
20603,21%,northbound,pirates,6/1405
20604,24%,southbound,sharks,6/1405
20605,50%,northbound,merpeople,6/1405
20606,53%,northbound,merpeople,6/1405
20607,39%,southbound,merpeople,6/1405
20608,76%,southbound,water elemental,6/1405
20609,77%,southbound,water elemental,6/1405
20610,100%+,southbound,unknown,6/1405
20611,16%,northbound,sharks,6/1405
20612,73%,northbound,merpeople,6/1405
20613,80%,northbound,nessie,6/1405
20614,77%,northbound,water elemental,6/1405
20615,51%,southbound,kraken,6/1405
20616,27%,southbound,sharks,6/1405
20617,87%,southbound,demon whale,6/1405
20618,46%,northbound,merpeople,6/1405
20619,31%,southbound,sharks,6/1405
20620,23%,southbound,sharks,6/1405
20621,19%,northbound,pirates,6/1405
20622,100%+,southbound,unknown,6/1405
20623,10%,southbound,harpy,6/1405
20624,60%,northbound,merpeople,6/1405
20625,24%,northbound,pirates,6/1405
20626,100%+,northbound,unknown,6/1405
20627,13%,southbound,pirates,6/1405
20628,86%,southbound,crabmonsters,6/1405
20629,16%,northbound,sharks,6/1405
20630,36%,southbound,merpeople,6/1405
20631,18%,northbound,pirates,6/1405
20632,5%,northbound,harpy,6/1405
20633,17%,southbound,pirates,6/1405
20634,75%,southbound,water elemental,6/1405
20635,8%,southbound,sharks,6/1405
20636,100%+,northbound,unknown,6/1405
20637,5%,southbound,harpy,6/1405
20638,84%,southbound,water elemental,6/1405
20639,22%,southbound,pirates,6/1405
20640,43%,southbound,merpeople,6/1405
20641,35%,southbound,sharks,6/1405
20642,84%,southbound,water elemental,6/1405
20643,17%,southbound,harpy,6/1405
20644,100%+,northbound,unknown,6/1405
20645,100%+,southbound,unknown,6/1405
20646,82%,northbound,water elemental,6/1405
20647,97%,southbound,demon whale,6/1405
20648,20%,northbound,pirates,6/1405
20649,17%,southbound,pirates,6/1405
20650,100%+,southbound,unknown,6/1405
20651,100%+,southbound,unknown,6/1405
20652,100%+,northbound,unknown,6/1405
20653,26%,northbound,sharks,6/1405
20654,83%,northbound,water elemental,6/1405
20655,11%,northbound,harpy,6/1405
20656,18%,southbound,pirates,6/1405
20657,99%,northbound,merpeople,6/1405
20658,78%,northbound,water elemental,6/1405
20659,25%,southbound,pirates,6/1405
20660,63%,northbound,kraken,6/1405
20661,74%,southbound,merpeople,6/1405
20662,12%,northbound,harpy,6/1405
20663,10%,southbound,pirates,6/1405
20664,58%,northbound,kraken,6/1405
20665,24%,northbound,merpeople,6/1405
20666,84%,southbound,water elemental,6/1405
20667,58%,northbound,kraken,6/1405
20668,10%,southbound,sharks,6/1405
20669,92%,southbound,nessie,6/1405
20670,17%,southbound,pirates,6/1405
20671,62%,northbound,kraken,6/1405
20672,19%,northbound,pirates,6/1405
20673,19%,southbound,pirates,6/1405
20674,94%,southbound,nessie,6/1405
20675,82%,southbound,water elemental,6/1405
20676,76%,northbound,water elemental,6/1405
20677,44%,northbound,merpeople,6/1405
20678,16%,southbound,pirates,6/1405
20679,57%,southbound,merpeople,6/1405
20680,77%,northbound,water elemental,6/1405
20681,20%,northbound,pirates,6/1405
20682,12%,southbound,crabmonsters,6/1405
20683,79%,northbound,merpeople,6/1405
20684,18%,southbound,sharks,6/1405
20685,75%,southbound,water elemental,6/1405
20686,15%,northbound,pirates,6/1405
20687,22%,southbound,sharks,6/1405
20688,27%,southbound,pirates,6/1405
20689,100%+,southbound,unknown,6/1405
20690,22%,northbound,pirates,6/1405
20691,21%,southbound,sharks,6/1405
20692,100%+,northbound,unknown,6/1405
20693,6%,southbound,harpy,6/1405
20694,25%,northbound,sharks,6/1405
20695,34%,northbound,sharks,6/1405
20696,82%,northbound,nessie,6/1405
20697,34%,northbound,sharks,6/1405
20698,100%+,northbound,unknown,6/1405
20699,20%,northbound,merpeople,7/1405
20700,80%,northbound,water elemental,7/1405
20701,98%,southbound,merpeople,7/1405
20702,23%,southbound,sharks,7/1405
20703,76%,northbound,water elemental,7/1405
20704,24%,southbound,sharks,7/1405
20705,53%,northbound,merpeople,7/1405
20706,100%+,northbound,unknown,7/1405
20707,25%,southbound,sharks,7/1405
20708,24%,southbound,pirates,7/1405
20709,20%,southbound,pirates,7/1405
20710,79%,southbound,nessie,7/1405
20711,67%,northbound,merpeople,7/1405
20712,7%,southbound,harpy,7/1405
20713,13%,northbound,harpy,7/1405
20714,19%,northbound,harpy,7/1405
20715,23%,northbound,sharks,7/1405
20716,74%,southbound,merpeople,7/1405
20717,51%,southbound,kraken,7/1405
20718,86%,southbound,nessie,7/1405
20719,23%,southbound,pirates,7/1405
20720,52%,southbound,kraken,7/1405
20721,90%,northbound,nessie,7/1405
20722,100%+,northbound,unknown,7/1405
20723,46%,northbound,merpeople,7/1405
20724,100%+,southbound,unknown,7/1405
20725,27%,northbound,crabmonsters,7/1405
20726,84%,southbound,nessie,7/1405
20727,16%,southbound,pirates,7/1405
20728,23%,northbound,pirates,7/1405
20729,62%,northbound,kraken,7/1405
20730,20%,northbound,pirates,7/1405
20731,47%,southbound,merpeople,7/1405
20732,15%,southbound,harpy,7/1405
20733,26%,southbound,pirates,7/1405
20734,14%,northbound,pirates,7/1405
20735,28%,southbound,sharks,7/1405
20736,17%,northbound,pirates,7/1405
20737,14%,southbound,sharks,7/1405
20738,58%,northbound,kraken,7/1405
20739,14%,northbound,sharks,7/1405
20740,46%,northbound,pirates,7/1405
20741,42%,northbound,merpeople,7/1405
20742,81%,northbound,water elemental,7/1405
20743,34%,northbound,crabmonsters,7/1405
20744,14%,southbound,sharks,7/1405
20745,36%,southbound,pirates,7/1405
20746,81%,southbound,water elemental,7/1405
20747,85%,southbound,nessie,7/1405
20748,57%,northbound,kraken,7/1405
20749,23%,northbound,sharks,7/1405
20750,35%,northbound,sharks,7/1405
20751,39%,southbound,pirates,7/1405
20752,17%,southbound,harpy,7/1405
20753,71%,southbound,merpeople,7/1405
20754,16%,northbound,harpy,7/1405
20755,21%,southbound,sharks,7/1405
20756,2%,northbound,crabmonsters,7/1405
20757,75%,northbound,nessie,7/1405
20758,55%,southbound,kraken,7/1405
20759,12%,northbound,pirates,7/1405
20760,14%,northbound,merpeople,7/1405
20761,100%+,southbound,unknown,7/1405
20762,17%,southbound,sharks,7/1405
20763,24%,northbound,harpy,7/1405
20764,100%+,southbound,unknown,7/1405
20765,21%,northbound,pirates,7/1405
20766,14%,northbound,harpy,7/1405
20767,35%,northbound,pirates,7/1405
20768,14%,northbound,pirates,7/1405
20769,18%,southbound,pirates,7/1405
20770,100%+,northbound,unknown,7/1405
20771,100%+,northbound,unknown,7/1405
20772,49%,northbound,merpeople,7/1405
20773,41%,southbound,merpeople,7/1405
20774,23%,northbound,pirates,7/1405
20775,100%+,northbound,unknown,7/1405
20776,79%,southbound,water elemental,7/1405
20777,20%,southbound,sharks,7/1405
20778,75%,northbound,water elemental,7/1405
20779,42%,southbound,crabmonsters,7/1405
20780,76%,southbound,nessie,7/1405
20781,21%,northbound,pirates,7/1405
20782,80%,northbound,crabmonsters,7/1405
20783,40%,southbound,sharks,7/1405
20784,80%,northbound,water elemental,7/1405
20785,19%,northbound,pirates,7/1405
20786,49%,southbound,sharks,7/1405
20787,23%,northbound,pirates,7/1405
20788,58%,southbound,merpeople,7/1405
20789,63%,northbound,kraken,7/1405
20790,45%,southbound,kraken,7/1405
20791,52%,southbound,kraken,7/1405
20792,19%,southbound,pirates,7/1405
20793,25%,northbound,pirates,7/1405
20794,38%,northbound,sharks,7/1405
20795,74%,southbound,water elemental,7/1405
20796,34%,northbound,merpeople,7/1405
20797,13%,southbound,harpy,7/1405
20798,61%,southbound,kraken,7/1405
20799,22%,northbound,pirates,7/1405
20800,10%,northbound,harpy,7/1405
20801,100%+,northbound,unknown,7/1405
20802,85%,southbound,nessie,7/1405
20803,87%,southbound,demon whale,7/1405
20804,100%+,northbound,unknown,7/1405
20805,100%+,northbound,unknown,7/1405
20806,2%,northbound,crabmonsters,7/1405
20807,15%,northbound,harpy,7/1405
20808,83%,southbound,nessie,7/1405
20809,100%+,northbound,unknown,7/1405
20810,27%,southbound,sharks,7/1405
20811,26%,northbound,pirates,7/1405
20812,40%,northbound,sharks,7/1405
20813,64%,northbound,merpeople,7/1405
20814,85%,northbound,demon whale,7/1405
20815,58%,northbound,kraken,7/1405
20816,51%,northbound,merpeople,7/1405
20817,44%,northbound,pirates,7/1405
20818,14%,northbound,sharks,7/1405
20819,82%,northbound,water elemental,7/1405
20820,55%,northbound,kraken,7/1405
20821,17%,northbound,harpy,7/1405
20822,87%,northbound,demon whale,7/1405
20823,24%,northbound,sharks,7/1405
20824,96%,southbound,merpeople,7/1405
20825,57%,southbound,kraken,7/1405
20826,30%,southbound,sharks,7/1405
20827,11%,southbound,crabmonsters,7/1405
20828,38%,southbound,kraken,7/1405
20829,43%,southbound,merpeople,7/1405
20830,18%,northbound,pirates,7/1405
20831,18%,southbound,crabmonsters,7/1405
20832,13%,southbound,pirates,7/1405
20833,23%,northbound,pirates,7/1405
20834,57%,southbound,crabmonsters,7/1405
20835,15%,northbound,harpy,7/1405
20836,98%,southbound,demon whale,7/1405
20837,89%,northbound,nessie,7/1405
20838,15%,northbound,merpeople,7/1405
20839,60%,northbound,kraken,7/1405
20840,37%,northbound,crabmonsters,7/1405
20841,63%,southbound,merpeople,7/1405
20842,100%+,northbound,unknown,7/1405
20843,33%,southbound,crabmonsters,7/1405
20844,100%+,northbound,unknown,7/1405
20845,42%,northbound,sharks,7/1405
20846,84%,northbound,water elemental,7/1405
20847,100%+,northbound,unknown,7/1405
20848,57%,northbound,kraken,7/1405
20849,66%,southbound,kraken,7/1405
20850,83%,northbound,water elemental,7/1405
20851,58%,northbound,merpeople,7/1405
20852,6%,southbound,harpy,7/1405
20853,21%,northbound,pirates,7/1405
20854,37%,southbound,merpeople,7/1405
20855,17%,southbound,pirates,7/1405
20856,79%,northbound,water elemental,7/1405
20857,14%,southbound,pirates,7/1405
20858,100%+,southbound,unknown,7/1405
20859,82%,southbound,water elemental,7/1405
20860,53%,northbound,kraken,7/1405
20861,47%,northbound,crabmonsters,7/1405
20862,35%,southbound,merpeople,7/1405
20863,78%,northbound,nessie,7/1405
20864,82%,northbound,water elemental,7/1405
20865,72%,northbound,nessie,7/1405
20866,13%,southbound,harpy,7/1405
20867,79%,northbound,nessie,7/1405
20868,34%,southbound,sharks,7/1405
20869,22%,southbound,pirates,7/1405
20870,23%,southbound,pirates,7/1405
20871,100%+,southbound,unknown,7/1405
20872,100%+,southbound,unknown,7/1405
20873,51%,southbound,kraken,7/1405
20874,80%,southbound,water elemental,7/1405
20875,38%,northbound,crabmonsters,7/1405
20876,7%,northbound,harpy,7/1405
20877,76%,southbound,water elemental,7/1405
20878,48%,southbound,kraken,7/1405
20879,76%,northbound,water elemental,7/1405
20880,23%,southbound,pirates,7/1405
20881,63%,southbound,merpeople,8/1405
20882,83%,southbound,water elemental,8/1405
20883,22%,northbound,harpy,8/1405
20884,14%,southbound,sharks,8/1405
20885,20%,northbound,pirates,8/1405
20886,36%,southbound,sharks,8/1405
20887,30%,northbound,sharks,8/1405
